model,state,observations,dwell_time,estimates,TRUE,mean,median,sd,bias_mean,bias_mean_pp,bias_median,bias_median_pp,coverage_pp
mhmm,3,1000,1.4,gamma_prob_bar_S2toS1_no_diag,0.5,0.5,0.5,0.01,0,0.11,0,0.12,99.22
mhmm,3,1000,1.4,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,1000,1.4,gamma_prob_bar_S2toS3_no_diag,0.5,0.5,0.5,0.01,0,0.11,0,0.12,99.22
mhmm,3,1000,1.4,gamma_prob_bar_S3toS1_no_diag,0.5,0.5,0.5,0.01,0,0.65,0,0.65,96.88
mhmm,3,1000,1.4,gamma_prob_bar_S3toS2_no_diag,0.5,0.5,0.5,0.01,0,0.65,0,0.65,96.88
mhmm,3,1000,1.4,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,1000,1.4,dwell_mu_bar_1,1.443,0.85,0.85,0.06,-0.59,41.07,-0.6,41.3,0
mhmm,3,1000,1.4,dwell_mu_bar_2,1.443,0.85,0.85,0.06,-0.59,41.07,-0.6,41.28,0
mhmm,3,1000,1.4,dwell_mu_bar_3,1.443,0.85,0.85,0.06,-0.59,41.01,-0.59,41.21,0
mhmm,3,1000,3.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,1000,3.5,gamma_prob_bar_S1toS2_no_diag,0.5,0.51,0.51,0.02,0.01,2.56,0.01,2.56,94.53
mhmm,3,1000,3.5,gamma_prob_bar_S1toS3_no_diag,0.5,0.49,0.49,0.02,-0.01,2.56,-0.01,2.56,94.53
mhmm,3,1000,3.5,gamma_prob_bar_S2toS1_no_diag,0.5,0.5,0.5,0.02,0,0.09,0,0.09,100
mhmm,3,1000,3.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,1000,3.5,gamma_prob_bar_S2toS3_no_diag,0.5,0.5,0.5,0.02,0,0.09,0,0.09,100
mhmm,3,1000,3.5,gamma_prob_bar_S3toS1_no_diag,0.5,0.49,0.49,0.02,-0.01,2.86,-0.01,2.86,85.16
mhmm,3,1000,3.5,gamma_prob_bar_S3toS2_no_diag,0.5,0.51,0.51,0.02,0.01,2.86,0.01,2.86,85.16
mhmm,3,1000,3.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,1000,3.5,dwell_mu_bar_1,3.476,2.82,2.81,0.19,-0.66,18.85,-0.66,19.06,7.03
mhmm,3,1000,3.5,dwell_mu_bar_2,3.476,2.77,2.77,0.19,-0.7,20.22,-0.71,20.43,4.69
mhmm,3,1000,3.5,dwell_mu_bar_3,3.476,2.85,2.84,0.2,-0.62,17.97,-0.63,18.2,14.06
mhmm,3,1000,19.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,1000,19.5,gamma_prob_bar_S1toS2_no_diag,0.5,0.51,0.51,0.02,0.01,1.92,0.01,1.94,97.66
mhmm,3,1000,19.5,gamma_prob_bar_S1toS3_no_diag,0.5,0.49,0.49,0.02,-0.01,1.92,-0.01,1.94,97.66
mhmm,3,1000,19.5,gamma_prob_bar_S2toS1_no_diag,0.5,0.5,0.5,0.02,0,0.31,0,0.32,96.88
mhmm,3,1000,19.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,1000,19.5,gamma_prob_bar_S2toS3_no_diag,0.5,0.5,0.5,0.02,0,0.31,0,0.32,96.88
mhmm,3,1000,19.5,gamma_prob_bar_S3toS1_no_diag,0.5,0.49,0.49,0.02,-0.01,1.73,-0.01,1.74,99.22
mhmm,3,1000,19.5,gamma_prob_bar_S3toS2_no_diag,0.5,0.51,0.51,0.02,0.01,1.73,0.01,1.74,99.22
mhmm,3,1000,19.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,1000,19.5,dwell_mu_bar_1,19.496,17.44,17.39,1.28,-2.06,10.55,-2.11,10.8,70.31
mhmm,3,1000,19.5,dwell_mu_bar_2,19.496,16.96,16.9,1.32,-2.54,13.01,-2.59,13.3,52.34
mhmm,3,1000,19.5,dwell_mu_bar_3,19.496,17.38,17.32,1.34,-2.12,10.86,-2.17,11.15,67.19
mhmm,3,1000,99.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,1000,99.5,gamma_prob_bar_S1toS2_no_diag,0.5,0.5,0.5,0.03,0,0.96,0,0.96,99.22
mhmm,3,1000,99.5,gamma_prob_bar_S1toS3_no_diag,0.5,0.5,0.5,0.03,0,0.96,0,0.96,99.22
mhmm,3,1000,99.5,gamma_prob_bar_S2toS1_no_diag,0.5,0.51,0.51,0.03,0.01,1.23,0.01,1.19,100
mhmm,3,1000,99.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,1000,99.5,gamma_prob_bar_S2toS3_no_diag,0.5,0.49,0.49,0.03,-0.01,1.23,-0.01,1.19,100
mhmm,3,1000,99.5,gamma_prob_bar_S3toS1_no_diag,0.5,0.5,0.5,0.03,0,0.18,0,0.17,98.44
mhmm,3,1000,99.5,gamma_prob_bar_S3toS2_no_diag,0.5,0.5,0.5,0.03,0,0.18,0,0.17,98.44
mhmm,3,1000,99.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,1000,99.5,dwell_mu_bar_1,99.499,62.99,62.63,6.35,-36.51,36.7,-36.87,37.05,0
mhmm,3,1000,99.5,dwell_mu_bar_2,99.499,61.25,60.9,6.36,-38.25,38.44,-38.6,38.79,0
mhmm,3,1000,99.5,dwell_mu_bar_3,99.499,62.4,62.05,6.47,-37.1,37.29,-37.45,37.64,0
mhmm,4,200,1.4,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,1.4,gamma_prob_bar_S1toS2_no_diag,0.333,0.33,0.33,0.02,0,0.2,0,0.16,99.22
mhmm,4,200,1.4,gamma_prob_bar_S1toS3_no_diag,0.333,0.33,0.33,0.02,0,0.02,0,0.07,98.44
mhmm,4,200,1.4,gamma_prob_bar_S1toS4_no_diag,0.333,0.33,0.33,0.02,0,0.18,0,0.22,100
mhmm,4,200,1.4,gamma_prob_bar_S2toS1_no_diag,0.333,0.34,0.34,0.01,0,0.56,0,0.53,98.44
mhmm,4,200,1.4,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,1.4,gamma_prob_bar_S2toS3_no_diag,0.333,0.33,0.33,0.02,0,0.31,0,0.26,100
mhmm,4,200,1.4,gamma_prob_bar_S2toS4_no_diag,0.333,0.33,0.33,0.02,0,0.87,0,0.91,100
mhmm,4,200,1.4,gamma_prob_bar_S3toS1_no_diag,0.333,0.33,0.33,0.01,0,0.51,0,0.53,99.22
mhmm,4,200,1.4,gamma_prob_bar_S3toS2_no_diag,0.333,0.33,0.33,0.02,0,0.4,0,0.36,100
mhmm,4,200,1.4,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,1.4,gamma_prob_bar_S3toS4_no_diag,0.333,0.33,0.33,0.02,0,0.11,0,0.06,99.22
mhmm,4,200,1.4,gamma_prob_bar_S4toS1_no_diag,0.333,0.33,0.33,0.01,0,0.61,0,0.64,96.88
mhmm,4,200,1.4,gamma_prob_bar_S4toS2_no_diag,0.333,0.33,0.33,0.02,0,0.31,0,0.34,99.22
mhmm,4,200,1.4,gamma_prob_bar_S4toS3_no_diag,0.333,0.34,0.34,0.02,0,0.93,0,0.88,99.22
mhmm,4,200,1.4,gamma_prob_bar_S4toS4_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,1.4,dwell_mu_bar_1,1.443,0.88,0.88,0.06,-0.56,38.9,-0.56,39.06,0
mhmm,4,200,1.4,dwell_mu_bar_2,1.443,0.87,0.87,0.06,-0.57,39.48,-0.57,39.66,0
mhmm,4,200,1.4,dwell_mu_bar_3,1.443,0.87,0.87,0.06,-0.57,39.67,-0.57,39.85,0
mhmm,4,200,1.4,dwell_mu_bar_4,1.443,0.86,0.86,0.06,-0.58,40.1,-0.58,40.28,0
mhmm,4,200,3.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,3.5,gamma_prob_bar_S1toS2_no_diag,0.333,0.34,0.34,0.02,0.01,2.77,0.01,2.71,98.44
mhmm,4,200,3.5,gamma_prob_bar_S1toS3_no_diag,0.333,0.33,0.33,0.02,-0.01,2,-0.01,2.09,98.44
mhmm,4,200,3.5,gamma_prob_bar_S1toS4_no_diag,0.333,0.33,0.33,0.02,0,0.77,0,0.83,100
mhmm,4,200,3.5,gamma_prob_bar_S2toS1_no_diag,0.333,0.34,0.34,0.02,0.01,2.64,0.01,2.62,95.31
mhmm,4,200,3.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,3.5,gamma_prob_bar_S2toS3_no_diag,0.333,0.34,0.34,0.02,0.01,2.06,0.01,2,96.09
mhmm,4,200,3.5,gamma_prob_bar_S2toS4_no_diag,0.333,0.32,0.32,0.02,-0.02,4.7,-0.02,4.76,96.09
mhmm,4,200,3.5,gamma_prob_bar_S3toS1_no_diag,0.333,0.32,0.32,0.02,-0.01,3.72,-0.01,3.75,94.53
mhmm,4,200,3.5,gamma_prob_bar_S3toS2_no_diag,0.333,0.34,0.34,0.02,0.01,2.51,0.01,2.45,98.44
mhmm,4,200,3.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,3.5,gamma_prob_bar_S3toS4_no_diag,0.333,0.34,0.34,0.02,0,1.21,0,1.17,99.22
mhmm,4,200,3.5,gamma_prob_bar_S4toS1_no_diag,0.333,0.33,0.33,0.02,0,0.62,0,0.67,98.44
mhmm,4,200,3.5,gamma_prob_bar_S4toS2_no_diag,0.333,0.32,0.32,0.02,-0.01,2.63,-0.01,2.68,98.44
mhmm,4,200,3.5,gamma_prob_bar_S4toS3_no_diag,0.333,0.34,0.34,0.02,0.01,3.25,0.01,3.19,97.66
mhmm,4,200,3.5,gamma_prob_bar_S4toS4_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,3.5,dwell_mu_bar_1,3.476,2.61,2.61,0.17,-0.86,24.78,-0.87,24.97,0.78
mhmm,4,200,3.5,dwell_mu_bar_2,3.476,2.53,2.52,0.18,-0.95,27.2,-0.95,27.42,0
mhmm,4,200,3.5,dwell_mu_bar_3,3.476,2.53,2.52,0.18,-0.95,27.19,-0.95,27.39,0
mhmm,4,200,3.5,dwell_mu_bar_4,3.476,2.56,2.55,0.18,-0.91,26.32,-0.92,26.51,0
mhmm,4,200,19.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,19.5,gamma_prob_bar_S1toS2_no_diag,0.333,0.34,0.34,0.03,0.01,2.47,0.01,2.34,99.22
mhmm,4,200,19.5,gamma_prob_bar_S1toS3_no_diag,0.333,0.33,0.33,0.03,0,0.83,0,0.96,100
mhmm,4,200,19.5,gamma_prob_bar_S1toS4_no_diag,0.333,0.33,0.33,0.03,-0.01,1.64,-0.01,1.78,99.22
mhmm,4,200,19.5,gamma_prob_bar_S2toS1_no_diag,0.333,0.35,0.35,0.03,0.02,4.85,0.02,4.75,97.66
mhmm,4,200,19.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,19.5,gamma_prob_bar_S2toS3_no_diag,0.333,0.33,0.33,0.03,0,0.28,0,0.39,99.22
mhmm,4,200,19.5,gamma_prob_bar_S2toS4_no_diag,0.333,0.32,0.32,0.03,-0.02,4.57,-0.02,4.69,99.22
mhmm,4,200,19.5,gamma_prob_bar_S3toS1_no_diag,0.333,0.33,0.33,0.03,-0.01,1.55,-0.01,1.65,100
mhmm,4,200,19.5,gamma_prob_bar_S3toS2_no_diag,0.333,0.34,0.34,0.03,0.01,1.54,0,1.4,100
mhmm,4,200,19.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,19.5,gamma_prob_bar_S3toS4_no_diag,0.333,0.33,0.33,0.03,0,0,0,0.12,100
mhmm,4,200,19.5,gamma_prob_bar_S4toS1_no_diag,0.333,0.34,0.34,0.03,0.01,1.95,0.01,1.86,99.22
mhmm,4,200,19.5,gamma_prob_bar_S4toS2_no_diag,0.333,0.32,0.32,0.03,-0.01,3.07,-0.01,3.19,99.22
mhmm,4,200,19.5,gamma_prob_bar_S4toS3_no_diag,0.333,0.34,0.34,0.03,0,1.12,0,0.99,100
mhmm,4,200,19.5,gamma_prob_bar_S4toS4_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,19.5,dwell_mu_bar_1,19.496,8.9,8.87,0.78,-10.6,54.35,-10.63,54.53,0
mhmm,4,200,19.5,dwell_mu_bar_2,19.496,8.68,8.64,0.82,-10.82,55.49,-10.86,55.7,0
mhmm,4,200,19.5,dwell_mu_bar_3,19.496,8.54,8.5,0.81,-10.95,56.19,-10.99,56.38,0
mhmm,4,200,19.5,dwell_mu_bar_4,19.496,8.74,8.7,0.82,-10.76,55.17,-10.8,55.4,0
mhmm,4,200,99.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,99.5,gamma_prob_bar_S1toS2_no_diag,0.333,0.35,0.35,0.03,0.01,3.79,0.01,3.69,100
mhmm,4,200,99.5,gamma_prob_bar_S1toS3_no_diag,0.333,0.33,0.33,0.03,-0.01,1.64,-0.01,1.9,100
mhmm,4,200,99.5,gamma_prob_bar_S1toS4_no_diag,0.333,0.33,0.33,0.03,-0.01,2.14,-0.01,2.38,100
mhmm,4,200,99.5,gamma_prob_bar_S2toS1_no_diag,0.333,0.35,0.35,0.03,0.01,3.68,0.01,3.53,100
mhmm,4,200,99.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,99.5,gamma_prob_bar_S2toS3_no_diag,0.333,0.34,0.34,0.03,0,1.03,0,0.86,100
mhmm,4,200,99.5,gamma_prob_bar_S2toS4_no_diag,0.333,0.32,0.32,0.03,-0.02,4.71,-0.02,4.9,100
mhmm,4,200,99.5,gamma_prob_bar_S3toS1_no_diag,0.333,0.33,0.33,0.03,-0.01,2.09,-0.01,2.23,100
mhmm,4,200,99.5,gamma_prob_bar_S3toS2_no_diag,0.333,0.34,0.34,0.03,0,1.18,0,0.98,100
mhmm,4,200,99.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,99.5,gamma_prob_bar_S3toS4_no_diag,0.333,0.34,0.34,0.03,0,0.91,0,0.7,100
mhmm,4,200,99.5,gamma_prob_bar_S4toS1_no_diag,0.333,0.33,0.33,0.03,0,0.7,0,0.88,100
mhmm,4,200,99.5,gamma_prob_bar_S4toS2_no_diag,0.333,0.33,0.33,0.03,-0.01,2.23,-0.01,2.4,100
mhmm,4,200,99.5,gamma_prob_bar_S4toS3_no_diag,0.333,0.34,0.34,0.03,0.01,2.93,0.01,2.78,100
mhmm,4,200,99.5,gamma_prob_bar_S4toS4_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,200,99.5,dwell_mu_bar_1,99.499,4.94,4.83,1.08,-94.56,95.04,-94.67,95.15,0
mhmm,4,200,99.5,dwell_mu_bar_2,99.499,4.83,4.72,1.06,-94.67,95.14,-94.78,95.26,0
mhmm,4,200,99.5,dwell_mu_bar_3,99.499,4.89,4.78,1.08,-94.61,95.08,-94.72,95.2,0
mhmm,4,200,99.5,dwell_mu_bar_4,99.499,4.83,4.71,1.07,-94.67,95.15,-94.79,95.26,0
mhmm,4,500,1.4,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,1.4,gamma_prob_bar_S1toS2_no_diag,0.333,0.34,0.34,0.01,0,0.63,0,0.61,100
mhmm,4,500,1.4,gamma_prob_bar_S1toS3_no_diag,0.333,0.33,0.33,0.02,0,0.04,0,0.08,99.22
mhmm,4,500,1.4,gamma_prob_bar_S1toS4_no_diag,0.333,0.33,0.33,0.02,0,0.59,0,0.64,97.66
mhmm,4,500,1.4,gamma_prob_bar_S2toS1_no_diag,0.333,0.34,0.34,0.01,0,0.54,0,0.51,98.44
mhmm,4,500,1.4,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,1.4,gamma_prob_bar_S2toS3_no_diag,0.333,0.34,0.34,0.02,0,0.58,0,0.53,96.88
mhmm,4,500,1.4,gamma_prob_bar_S2toS4_no_diag,0.333,0.33,0.33,0.02,0,1.12,0,1.16,96.88
mhmm,4,500,1.4,gamma_prob_bar_S3toS1_no_diag,0.333,0.33,0.33,0.01,0,1.46,0,1.47,98.44
mhmm,4,500,1.4,gamma_prob_bar_S3toS2_no_diag,0.333,0.34,0.34,0.02,0,0.55,0,0.51,96.88
mhmm,4,500,1.4,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,1.4,gamma_prob_bar_S3toS4_no_diag,0.333,0.34,0.34,0.02,0,0.9,0,0.87,96.09
mhmm,4,500,1.4,gamma_prob_bar_S4toS1_no_diag,0.333,0.33,0.33,0.01,0,0.48,0,0.51,97.66
mhmm,4,500,1.4,gamma_prob_bar_S4toS2_no_diag,0.333,0.33,0.33,0.02,0,0.8,0,0.85,97.66
mhmm,4,500,1.4,gamma_prob_bar_S4toS3_no_diag,0.333,0.34,0.34,0.02,0,1.29,0,1.25,98.44
mhmm,4,500,1.4,gamma_prob_bar_S4toS4_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,1.4,dwell_mu_bar_1,1.443,0.86,0.85,0.06,-0.59,40.56,-0.59,40.74,0
mhmm,4,500,1.4,dwell_mu_bar_2,1.443,0.85,0.85,0.06,-0.59,41,-0.59,41.21,0
mhmm,4,500,1.4,dwell_mu_bar_3,1.443,0.85,0.85,0.06,-0.59,40.78,-0.59,40.98,0
mhmm,4,500,1.4,dwell_mu_bar_4,1.443,0.86,0.85,0.06,-0.59,40.56,-0.59,40.77,0
mhmm,4,500,3.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,3.5,gamma_prob_bar_S1toS2_no_diag,0.333,0.34,0.34,0.02,0.01,3.3,0.01,3.26,96.88
mhmm,4,500,3.5,gamma_prob_bar_S1toS3_no_diag,0.333,0.33,0.33,0.02,-0.01,1.6,-0.01,1.64,100
mhmm,4,500,3.5,gamma_prob_bar_S1toS4_no_diag,0.333,0.33,0.33,0.02,-0.01,1.7,-0.01,1.75,100
mhmm,4,500,3.5,gamma_prob_bar_S2toS1_no_diag,0.333,0.34,0.34,0.01,0.01,2.55,0.01,2.52,93.75
mhmm,4,500,3.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,3.5,gamma_prob_bar_S2toS3_no_diag,0.333,0.34,0.34,0.02,0,1.43,0,1.4,98.44
mhmm,4,500,3.5,gamma_prob_bar_S2toS4_no_diag,0.333,0.32,0.32,0.02,-0.01,3.97,-0.01,4.02,90.62
mhmm,4,500,3.5,gamma_prob_bar_S3toS1_no_diag,0.333,0.32,0.32,0.01,-0.01,3.62,-0.01,3.65,88.28
mhmm,4,500,3.5,gamma_prob_bar_S3toS2_no_diag,0.333,0.34,0.34,0.02,0.01,1.95,0.01,1.92,96.88
mhmm,4,500,3.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,3.5,gamma_prob_bar_S3toS4_no_diag,0.333,0.34,0.34,0.02,0.01,1.67,0.01,1.62,96.09
mhmm,4,500,3.5,gamma_prob_bar_S4toS1_no_diag,0.333,0.33,0.33,0.01,-0.01,1.73,-0.01,1.75,96.88
mhmm,4,500,3.5,gamma_prob_bar_S4toS2_no_diag,0.333,0.33,0.33,0.02,-0.01,2.26,-0.01,2.3,96.88
mhmm,4,500,3.5,gamma_prob_bar_S4toS3_no_diag,0.333,0.35,0.35,0.02,0.01,3.98,0.01,3.95,95.31
mhmm,4,500,3.5,gamma_prob_bar_S4toS4_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,3.5,dwell_mu_bar_1,3.476,2.83,2.82,0.19,-0.65,18.61,-0.65,18.8,10.94
mhmm,4,500,3.5,dwell_mu_bar_2,3.476,2.72,2.71,0.19,-0.76,21.8,-0.77,22.03,2.34
mhmm,4,500,3.5,dwell_mu_bar_3,3.476,2.71,2.7,0.19,-0.76,21.98,-0.77,22.21,1.56
mhmm,4,500,3.5,dwell_mu_bar_4,3.476,2.79,2.78,0.2,-0.69,19.78,-0.7,20.01,11.72
mhmm,4,500,19.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,19.5,gamma_prob_bar_S1toS2_no_diag,0.333,0.34,0.34,0.02,0,0.71,0,0.62,100
mhmm,4,500,19.5,gamma_prob_bar_S1toS3_no_diag,0.333,0.33,0.33,0.02,0,0.4,0,0.48,99.22
mhmm,4,500,19.5,gamma_prob_bar_S1toS4_no_diag,0.333,0.33,0.33,0.02,0,0.31,0,0.41,100
mhmm,4,500,19.5,gamma_prob_bar_S2toS1_no_diag,0.333,0.34,0.34,0.02,0.01,2.29,0.01,2.23,96.88
mhmm,4,500,19.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,19.5,gamma_prob_bar_S2toS3_no_diag,0.333,0.34,0.34,0.02,0,1.05,0,0.96,98.44
mhmm,4,500,19.5,gamma_prob_bar_S2toS4_no_diag,0.333,0.32,0.32,0.02,-0.01,3.34,-0.01,3.44,96.88
mhmm,4,500,19.5,gamma_prob_bar_S3toS1_no_diag,0.333,0.33,0.33,0.02,0,0.61,0,0.68,100
mhmm,4,500,19.5,gamma_prob_bar_S3toS2_no_diag,0.333,0.34,0.34,0.02,0,0.85,0,0.77,100
mhmm,4,500,19.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,19.5,gamma_prob_bar_S3toS4_no_diag,0.333,0.33,0.33,0.02,0,0.24,0,0.33,100
mhmm,4,500,19.5,gamma_prob_bar_S4toS1_no_diag,0.333,0.34,0.34,0.02,0,0.83,0,0.77,98.44
mhmm,4,500,19.5,gamma_prob_bar_S4toS2_no_diag,0.333,0.33,0.33,0.02,-0.01,2.29,-0.01,2.38,100
mhmm,4,500,19.5,gamma_prob_bar_S4toS3_no_diag,0.333,0.34,0.34,0.02,0,1.46,0,1.37,99.22
mhmm,4,500,19.5,gamma_prob_bar_S4toS4_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,19.5,dwell_mu_bar_1,19.496,13.46,13.41,1.08,-6.03,30.95,-6.08,31.19,0
mhmm,4,500,19.5,dwell_mu_bar_2,19.496,13.17,13.12,1.13,-6.32,32.44,-6.38,32.7,0
mhmm,4,500,19.5,dwell_mu_bar_3,19.496,13.18,13.13,1.12,-6.32,32.41,-6.37,32.67,0
mhmm,4,500,19.5,dwell_mu_bar_4,19.496,13.37,13.33,1.14,-6.12,31.4,-6.17,31.65,0
mhmm,4,500,99.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,99.5,gamma_prob_bar_S1toS2_no_diag,0.333,0.34,0.34,0.03,0.01,2.08,0.01,1.91,100
mhmm,4,500,99.5,gamma_prob_bar_S1toS3_no_diag,0.333,0.33,0.33,0.03,0,1.37,-0.01,1.52,100
mhmm,4,500,99.5,gamma_prob_bar_S1toS4_no_diag,0.333,0.33,0.33,0.03,0,0.71,0,0.87,100
mhmm,4,500,99.5,gamma_prob_bar_S2toS1_no_diag,0.333,0.34,0.34,0.03,0.01,2.95,0.01,2.84,100
mhmm,4,500,99.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,99.5,gamma_prob_bar_S2toS3_no_diag,0.333,0.33,0.33,0.03,0,0.11,0,0.03,100
mhmm,4,500,99.5,gamma_prob_bar_S2toS4_no_diag,0.333,0.32,0.32,0.03,-0.01,3.06,-0.01,3.17,100
mhmm,4,500,99.5,gamma_prob_bar_S3toS1_no_diag,0.333,0.33,0.33,0.03,0,0.59,0,0.72,100
mhmm,4,500,99.5,gamma_prob_bar_S3toS2_no_diag,0.333,0.33,0.33,0.03,0,0.17,0,0.02,100
mhmm,4,500,99.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,99.5,gamma_prob_bar_S3toS4_no_diag,0.333,0.33,0.33,0.03,0,0.42,0,0.3,100
mhmm,4,500,99.5,gamma_prob_bar_S4toS1_no_diag,0.333,0.34,0.34,0.03,0,1.12,0,1.01,100
mhmm,4,500,99.5,gamma_prob_bar_S4toS2_no_diag,0.333,0.33,0.33,0.03,-0.01,2,-0.01,2.17,100
mhmm,4,500,99.5,gamma_prob_bar_S4toS3_no_diag,0.333,0.34,0.34,0.03,0,0.88,0,0.74,100
mhmm,4,500,99.5,gamma_prob_bar_S4toS4_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,500,99.5,dwell_mu_bar_1,99.499,19.92,19.69,3.23,-79.58,79.98,-79.8,80.21,0
mhmm,4,500,99.5,dwell_mu_bar_2,99.499,19.47,19.23,3.26,-80.03,80.44,-80.27,80.68,0
mhmm,4,500,99.5,dwell_mu_bar_3,99.499,19.37,19.12,3.29,-80.13,80.53,-80.38,80.78,0
mhmm,4,500,99.5,dwell_mu_bar_4,99.499,20.14,19.89,3.33,-79.36,79.76,-79.61,80.01,0
mhmm,4,1000,1.4,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,1.4,gamma_prob_bar_S1toS2_no_diag,0.333,0.34,0.34,0.01,0,0.57,0,0.55,100
mhmm,4,1000,1.4,gamma_prob_bar_S1toS3_no_diag,0.333,0.33,0.33,0.02,0,0.24,0,0.28,99.22
mhmm,4,1000,1.4,gamma_prob_bar_S1toS4_no_diag,0.333,0.33,0.33,0.02,0,0.34,0,0.38,98.44
mhmm,4,1000,1.4,gamma_prob_bar_S2toS1_no_diag,0.333,0.33,0.33,0.01,0,0.3,0,0.29,100
mhmm,4,1000,1.4,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,1.4,gamma_prob_bar_S2toS3_no_diag,0.333,0.34,0.34,0.01,0,0.77,0,0.75,100
mhmm,4,1000,1.4,gamma_prob_bar_S2toS4_no_diag,0.333,0.33,0.33,0.01,0,1.07,0,1.12,98.44
mhmm,4,1000,1.4,gamma_prob_bar_S3toS1_no_diag,0.333,0.33,0.33,0.01,0,1,0,1.01,97.66
mhmm,4,1000,1.4,gamma_prob_bar_S3toS2_no_diag,0.333,0.33,0.33,0.02,0,0.02,0,0.06,98.44
mhmm,4,1000,1.4,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,1.4,gamma_prob_bar_S3toS4_no_diag,0.333,0.34,0.34,0.01,0,1.02,0,0.98,98.44
mhmm,4,1000,1.4,gamma_prob_bar_S4toS1_no_diag,0.333,0.33,0.33,0.01,0,0.36,0,0.37,96.88
mhmm,4,1000,1.4,gamma_prob_bar_S4toS2_no_diag,0.333,0.33,0.33,0.01,0,0,0,0.05,97.66
